,abv,ibu,name,style,ounces
0,0.05,35.0,Pub Beer,American Pale Lager,12.0
1,0.066,35.0,Devil's Cup,American Pale Ale (APA),12.0
2,0.071,35.0,Rise of the Phoenix,American IPA,12.0
3,0.09,35.0,Sinister,American Double / Imperial IPA,12.0
4,0.075,35.0,Sex and Candy,American IPA,12.0
5,0.077,35.0,Black Exodus,Oatmeal Stout,12.0
6,0.045,35.0,Lake Street Express,American Pale Ale (APA),12.0
7,0.065,35.0,Foreman,American Porter,12.0
8,0.055,35.0,Jade,American Pale Ale (APA),12.0
9,0.086,35.0,Cone Crusher,American Double / Imperial IPA,12.0
10,0.072,35.0,Sophomoric Saison,Saison / Farmhouse Ale,12.0
11,0.073,35.0,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0
12,0.069,35.0,Garce Selé,Saison / Farmhouse Ale,12.0
13,0.085,35.0,Troll Destroyer,Belgian IPA,12.0
14,0.061,60.0,Bitter Bitch,American Pale Ale (APA),12.0
15,0.06,35.0,Ginja Ninja,Cider,12.0
16,0.06,35.0,Cherried Away,Cider,12.0
17,0.06,35.0,Rhubarbarian,Cider,12.0
18,0.06,35.0,BrightCider,Cider,12.0
19,0.082,35.0,He Said Baltic-Style Porter,Baltic Porter,12.0
20,0.082,35.0,He Said Belgian-Style Tripel,Tripel,12.0
21,0.099,92.0,Lower De Boom,American Barleywine,8.4
22,0.079,45.0,Fireside Chat,Winter Warmer,12.0
23,0.079,35.0,Marooned On Hog Island,American Stout,12.0
24,0.044,42.0,Bitter American,American Pale Ale (APA),12.0
25,0.049,17.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0
27,0.049,17.0,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0
28,0.07,70.0,21st Amendment IPA (2006),American IPA,12.0
29,0.07,70.0,Brew Free! or Die IPA (2008),American IPA,12.0
30,0.07,70.0,Brew Free! or Die IPA (2009),American IPA,12.0
31,0.085,52.0,Special Edition: Allies Win The War!,English Strong Ale,12.0
32,0.097,94.0,Hop Crisis,American Double / Imperial IPA,12.0
33,0.044,42.0,Bitter American (2011),American Pale Ale (APA),12.0
34,0.079,45.0,Fireside Chat (2010),Winter Warmer,12.0
35,0.068,65.0,Back in Black,American Black Ale,12.0
36,0.083,35.0,Monk's Blood,Belgian Dark Ale,12.0
37,0.07,65.0,Brew Free! or Die IPA,American IPA,12.0
38,0.049,17.0,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0
39,0.07,82.0,Bimini Twist,American IPA,12.0
40,0.05,35.0,Beach Blonde,American Blonde Ale,12.0
41,0.059,35.0,Rod Bender Red,American Amber / Red Ale,12.0
42,0.035,11.0,Passion Fruit Prussia,Berliner Weissbier,12.0
43,0.045,18.0,Send Help,American Blonde Ale,12.0
44,0.055,35.0,Cast Iron Oatmeal Brown,American Brown Ale,12.0
45,0.06,35.0,Reprise Centennial Red,American Amber / Red Ale,12.0
46,0.055,35.0,Alter Ego,American Black Ale,12.0
47,0.065,35.0,Divided Sky,American IPA,12.0
48,0.065,35.0,Resurrected,American IPA,12.0
49,0.05,28.0,Contact High,American Pale Wheat Ale,12.0
50,0.065,35.0,Galaxyfest,American IPA,16.0
51,0.05,45.0,Citrafest,American IPA,16.0
52,0.09,35.0,Barn Yeti,Belgian Strong Dark Ale,16.0
53,0.069,65.0,Scarecrow,American IPA,16.0
54,0.09,50.0,Ironman,English Strong Ale,16.0
55,0.046,15.0,Honey Kolsch,Kölsch,16.0
56,0.052,18.0,Copperhead Amber,Belgian Dark Ale,16.0
57,0.059,75.0,Rude Parrot IPA,American IPA,16.0
58,0.054,30.0,British Pale Ale (2010),English Pale Ale,16.0
59,0.054,30.0,British Pale Ale,English Pale Ale,16.0
60,0.084,82.0,Ballz Deep Double IPA,American Double / Imperial IPA,16.0
61,0.038,35.0,Wolfman's Berliner,Berliner Weissbier,12.0
62,0.055,26.0,Colorado Native,American Amber / Red Lager,12.0
63,0.055,26.0,Colorado Native (2011),American Amber / Red Lager,12.0
64,0.065,52.0,Jockamo IPA,American IPA,12.0
65,0.042,13.0,Purple Haze,Fruit / Vegetable Beer,12.0
66,0.045,17.0,Abita Amber,American Amber / Red Lager,12.0
67,0.082,68.0,Citra Ass Down,American IPA,16.0
68,0.05,20.0,The Brown Note,American Brown Ale,16.0
69,0.08,68.0,Citra Ass Down,American Double / Imperial IPA,16.0
70,0.013225613032352278,80.0,London Balling,English Barleywine,16.0
71,0.077,25.0,35 K,Milk / Sweet Stout,16.0
72,0.042,42.0,A Beer,American Pale Ale (APA),16.0
73,0.05,25.0,Rules are Rules,German Pilsener,16.0
74,0.066,21.0,Flesh Gourd'n,Pumpkin Ale,16.0
75,0.04,13.0,Sho'nuff,Belgian Pale Ale,16.0
76,0.055,17.0,Bloody Show,American Pilsner,16.0
77,0.076,68.0,Rico Sauvin,American Double / Imperial IPA,16.0
78,0.051,38.0,Coq de la Marche,Saison / Farmhouse Ale,16.0
79,0.065,35.0,Kamen Knuddeln,American Wild Ale,16.0
80,0.06,65.0,Pile of Face,American IPA,16.0
81,0.05,20.0,The Brown Note,English Brown Ale,16.0
82,0.053,35.0,Maylani's Coconut Stout,American Stout,16.0
83,0.05,35.0,Oatmeal PSA,American Pale Ale (APA),16.0
84,0.052,33.0,Pre Flight Pilsner,American Pilsner,16.0
85,0.04,20.0,P-Town Pilsner,American Pilsner,12.0
86,0.053,36.0,Klickitat Pale Ale,American Pale Ale (APA),12.0
87,0.082,103.0,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12.0
88,0.053,40.0,Freeride APA,American Pale Ale (APA),12.0
89,0.053,18.0,Alaskan Amber,Altbier,12.0
90,0.057,35.0,Hopalicious,American Pale Ale (APA),12.0
91,0.043,35.0,Kentucky Kölsch,Kölsch,16.0
92,0.065,35.0,Kentucky IPA,American IPA,16.0
93,0.054,35.0,Dusty Trail Pale Ale,American Pale Ale (APA),16.0
94,0.062,35.0,Damnesia,American IPA,16.0
95,0.062,43.0,Desolation IPA,American IPA,16.0
96,0.059,35.0,Liberty Ale,American IPA,12.0
97,0.065,35.0,IPA,American IPA,12.0
98,0.045,35.0,Summer Wheat,American Pale Wheat Ale,12.0
99,0.049,35.0,California Lager,American Amber / Red Lager,12.0
100,0.056,35.0,Brotherhood Steam,California Common / Steam Beer,12.0
101,0.042,35.0,Blood Orange Gose,Gose,12.0
102,0.042,35.0,Keebarlin' Pale Ale,American Pale Ale (APA),12.0
103,0.048,35.0,"the Kimmie, the Yink and the Holy Gose",Gose,12.0
104,0.06,35.0,Fall Hornin',Pumpkin Ale,12.0
105,0.057,13.0,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0
106,0.056,19.544779559320187,Summer Solstice,Cream Ale,12.0
107,0.07,80.0,Hop Ottin' IPA,American IPA,12.0
108,0.058,15.0,Boont Amber Ale,American Amber / Red Ale,12.0
110,0.055,25.0,El Steinber Dark Lager,Vienna Lager,16.0
111,0.058,15.0,Boont Amber Ale (2010),American Amber / Red Ale,12.0
112,0.056,19.544779559320187,Summer Solstice Cerveza Crema (2009),Cream Ale,12.0
113,0.057,13.0,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12.0
114,0.069,19.544779559320187,Winter Solstice,Winter Warmer,12.0
115,0.07,80.0,Hop Ottin' IPA (2011),American IPA,12.0
116,0.058,15.0,Boont Amber Ale (2011),American Amber / Red Ale,12.0
117,0.056,19.544779559320187,Summer Solstice (2011),Cream Ale,12.0
118,0.055,28.0,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12.0
119,0.06,35.0,Charlie's Rye IPA,American IPA,16.0
120,0.054,35.0,River Pig Pale Ale,American Pale Ale (APA),16.0
121,0.047,35.0,Oaky's Oatmeal Stout,Oatmeal Stout,16.0
122,0.05,35.0,Angry Orchard Apple Ginger,Cider,16.0
123,0.05,35.0,Angry Orchard Crisp Apple,Cider,16.0
124,0.05,35.0,Angry Orchard Crisp Apple,Cider,12.0
125,0.068,35.0,Golden One,Belgian Pale Ale,12.0
126,0.06,35.0,Arjuna,Witbier,12.0
127,0.085,35.0,Uroboros,American Stout,12.0
128,0.071,75.0,Long Leaf,American IPA,16.0
129,0.047,19.0,Honey Badger Blonde,American Blonde Ale,16.0
130,0.06,23.0,Porter (a/k/a Black Gold Porter),American Porter,16.0
131,0.06,55.0,Sky High Rye,American Pale Ale (APA),12.0
132,0.062,17.0,Whitsun,American Pale Wheat Ale,12.0
133,0.052,35.0,On-On Ale (2008),American Pale Ale (APA),12.0
134,0.092,50.0,Quakertown Stout,American Double / Imperial Stout,12.0
135,0.051,20.0,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12.0
136,0.052,10.0,Mo's Gose,Gose,16.0
137,0.07,45.0,Green Bullet Organic India Pale Ale,American IPA,16.0
138,0.032,27.0,Rocket Girl,Kölsch,12.0
139,0.053,26.0,Ninja Porter,American Porter,12.0
140,0.06,69.0,Shiva IPA,American IPA,12.0
141,0.048,35.0,Aslan Kölsch,Kölsch,16.0
142,0.077,35.0,Aslan IPA,American IPA,16.0
143,0.077,35.0,Aslan Amber,American Amber / Red Ale,16.0
144,0.056,27.0,This Season's Blonde,American Blonde Ale,12.0
145,0.07,67.0,Independence Pass Ale,American IPA,12.0
146,0.057,40.0,Trolley Stop Stout,American Stout,12.0
147,0.082,19.544779559320187,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12.0
148,0.062,35.0,Poop Deck Porter,American Porter,12.0
149,0.06,35.0,Old Red Beard Amber Ale,American Amber / Red Ale,12.0
150,0.075,115.0,Hop A-Peel,American Double / Imperial IPA,16.0
151,0.055,12.0,Vanilla Java Porter,American Porter,16.0
152,0.052,35.0,Michelada,Fruit / Vegetable Beer,16.0
153,0.045,8.0,Dirty Blonde Ale,American Blonde Ale,12.0
154,0.05,62.0,Grand Circus IPA,American IPA,12.0
155,0.05,12.0,Atwater's Lager,Munich Helles Lager,12.0
156,0.07,35.0,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16.0
157,0.062,35.0,Fire Eagle IPA,American IPA,12.0
158,0.051,35.0,Peacemaker,American Pale Ale (APA),12.0
159,0.053,35.0,Pearl-Snap,German Pilsener,12.0
160,0.052,35.0,Black Thunder,Schwarzbier,12.0
161,0.08,35.0,Raja,American Double / Imperial IPA,12.0
162,0.064,35.0,Perzik Saison,Saison / Farmhouse Ale,12.0
163,0.047,42.0,Avery Joe’s Premium American Pilsner,German Pilsener,12.0
164,0.056,10.0,White Rascal,Witbier,12.0
165,0.063,69.0,Avery India Pale Ale,American IPA,12.0
166,0.055,17.0,Ellie’s Brown Ale,American Brown Ale,12.0
167,0.062,17.0,Pumpkin Beast,Pumpkin Ale,12.0
168,0.072,22.0,OktoberBeast,Märzen / Oktoberfest,12.0
169,0.048,23.0,Mad Beach,American Pale Wheat Ale,12.0
170,0.067,35.0,Hog Wild India Pale Ale,American IPA,12.0
171,0.092,19.544779559320187,Devils Tramping Ground Tripel,Tripel,12.0
172,0.061,41.0,Hot Rod Red,American Amber / Red Ale,12.0
173,0.086,35.0,Palate Mallet,American Double / Imperial IPA,12.0
174,0.06,35.0,Back East Porter,American Porter,12.0
175,0.049,35.0,Back East Golden Ale,American Blonde Ale,12.0
176,0.07,35.0,Misty Mountain IPA,American IPA,12.0
177,0.05,35.0,Back East Ale,American Amber / Red Ale,12.0
178,0.06,35.0,Truck Stop Honey Brown Ale,English Brown Ale,12.0
179,0.06,43.0,Naked Pig Pale Ale,American Pale Ale (APA),12.0
180,0.068,70.0,Topcutter India Pale Ale,American IPA,12.0
181,0.044,38.0,Field 41 Pale Ale,American Pale Ale (APA),12.0
182,0.07,35.0,Grapefruit Sculpin,American IPA,12.0
183,0.038,40.0,Even Keel,American IPA,12.0
184,0.052,23.0,Ballast Point Pale Ale,Kölsch,12.0
185,0.07,75.0,Big Eye India Pale Ale,American IPA,12.0
186,0.046,35.0,Longfin Lager,Munich Helles Lager,12.0
187,0.07,70.0,Sculpin IPA,American IPA,12.0
188,0.045,35.0,All Nighter Ale,Extra Special / Strong Bitter (ESB),12.0
189,0.045,20.0,Banner American Rye,Rye Beer,12.0
190,0.035,45.0,Banner American Ale,American Amber / Red Ale,12.0
191,0.07,46.0,Thai.p.a,American IPA,16.0
192,0.06,60.0,Barrio Blanco,American IPA,12.0
193,0.045,35.0,Barrio Tucson Blonde,American Blonde Ale,12.0
194,0.049,22.0,Hop in the ‘Pool Helles,American Pilsner,12.0
195,0.067,60.0,Ultra Gnar Gnar IPA,American IPA,12.0
196,0.068,62.0,In-Tents India Pale Lager,American Pale Lager,12.0
197,0.05,20.0,Lost Meridian Wit,Witbier,12.0
198,0.051,45.0,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0
199,0.054,55.0,Wagon Party,California Common / Steam Beer,12.0
200,0.067,70.0,Sky-Five,American IPA,12.0
201,0.05,28.0,Stargrazer,Schwarzbier,12.0
202,0.054,48.0,Wonderstuff,German Pilsener,12.0
203,0.053,35.0,Tarnation California-Style Lager,California Common / Steam Beer,12.0
204,0.07,42.0,On the Count of 3 (2015),Hefeweizen,16.0
205,0.047,35.0,Summer Swelter,American Pale Wheat Ale,12.0
206,0.068,35.0,Phantom Punch Winter Stout,Foreign / Export Stout,12.0
207,0.066,35.0,Hayride Autumn Ale,Rye Beer,12.0
208,0.047,35.0,Celsius Summer Ale (2012),American Pale Wheat Ale,12.0
209,0.055,35.0,Amber Road,American Amber / Red Ale,12.0
210,0.049,28.0,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0
211,0.069,69.0,Stowaway IPA,American IPA,12.0
212,0.088,108.0,Hoptopus Double IPA,American Double / Imperial IPA,16.0
213,0.05,10.0,Watermelon Ale,Fruit / Vegetable Beer,12.0
214,0.058,45.0,Fenway American Pale Ale,American Pale Ale (APA),12.0
215,0.068,85.0,Back Bay IPA,American IPA,12.0
216,0.048,16.0,Bunker Hill Blueberry Ale ,Other,12.0
217,0.058,35.0,Oberon,American Pale Wheat Ale,12.0
218,0.06,35.0,Smitten,Rye Beer,16.0
219,0.05,35.0,Winter White,Witbier,16.0
220,0.058,35.0,Oberon,American Pale Wheat Ale,16.0
221,0.07,35.0,Two Hearted,American IPA,16.0
222,0.058,35.0,Best Brown,American Brown Ale,16.0
223,0.044,44.0,Moar,English India Pale Ale (IPA),12.0
224,0.083,35.0,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16.0
225,0.057,27.0,Nordic Blonde,American Blonde Ale,12.0
226,0.06,35.0,Cold Press,American Black Ale,12.0
227,0.072,87.0,Harness the Winter,American IPA,12.0
228,0.056,32.0,14° ESB ,Extra Special / Strong Bitter (ESB),12.0
229,0.062,68.0,Bent Hop Golden IPA,American IPA,12.0
230,0.06,34.0,Bent Paddle Black Ale,American Black Ale,12.0
231,0.05,38.0,Venture Pils,German Pilsener,12.0
232,0.055,40.0,Lost Sailor IPA,English India Pale Ale (IPA),12.0
233,0.053,20.0,Steel Rail Extra Pale Ale,American Pale Ale (APA),12.0
234,0.078,35.0,La Frontera Premium IPA,American IPA,12.0
235,0.047,35.0,Tejas Lager,Czech Pilsener,12.0
236,0.064,35.0,Number 22 Porter,American Porter,12.0
237,0.056,35.0,Big Bend Hefeweizen,Hefeweizen,12.0
238,0.06,35.0,Terlingua Gold,American Blonde Ale,12.0
239,0.081,17.0,Aprè Shred,American Strong Ale,16.0
240,0.095,104.0,Hemlock Double IPA,American Double / Imperial IPA,12.0
241,0.041,35.0,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16.0
242,0.067,85.0,Disconnected Red,American Amber / Red Ale,16.0
243,0.07,35.0,Big Elm IPA,American IPA,12.0
244,0.065,35.0,Gerry Dog Stout,American Stout,12.0
245,0.06,35.0,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0
246,0.08,54.0,Dark Star,American Stout,16.0
247,0.062,35.0,Ryecoe,American IPA,16.0
248,0.06,35.0,Blueberry Blonde,Fruit / Vegetable Beer,12.0
249,0.075,60.0,Galaxy IPA,American IPA,16.0
250,0.05,32.0,Big River Pilsner,Czech Pilsener,12.0
251,0.06,55.0,House Brand IPA,American IPA,12.0
252,0.062,65.0,Big Sky IPA,American IPA,12.0
253,0.05,40.0,Scape Goat Pale Ale,English Pale Ale,12.0
254,0.05,35.0,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0
255,0.051,26.0,Moose Drool Brown Ale,American Brown Ale,12.0
256,0.072,60.0,Powder Hound Winter Ale,English Strong Ale,12.0
257,0.051,26.0,Moose Drool Brown Ale (2011),American Brown Ale,12.0
258,0.05,35.0,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0
259,0.062,65.0,Big Sky IPA (2012),American IPA,12.0
260,0.047,35.0,Summer Honey,American Blonde Ale,12.0
261,0.05,40.0,Scape Goat Pale Ale (2010),English Pale Ale,12.0
262,0.05,35.0,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12.0
263,0.051,26.0,Moose Drool Brown Ale (2009),American Brown Ale,12.0
264,0.069,81.0,Arcus IPA,American IPA,12.0
265,0.058,38.0,Wavemaker,American Amber / Red Ale,12.0
266,0.053,43.0,Jack Pine Savage,American Pale Ale (APA),16.0
267,0.099,85.0,Forest Fire Imperial Smoked Rye,Rye Beer,16.0
268,0.098,76.0,Bad Axe Imperial IPA,American Double / Imperial IPA,16.0
269,0.055,35.0,Morning Wood,Oatmeal Stout,16.0
270,0.066,50.0,Bark Bite IPA,American IPA,16.0
271,0.055,45.0,Jalapeno Pale Ale,American Pale Ale (APA),16.0
272,0.052,35.0,Blown Out Brown,American Brown Ale,12.0
273,0.063,35.0,Single Hop Ale,American Pale Ale (APA),12.0
274,0.054,35.0,Sawtooth Ale,American Blonde Ale,12.0
275,0.072,75.0,Saucy Intruder,Rye Beer,16.0
276,0.045,16.0,Deception,American Blonde Ale,12.0
277,0.075,35.0,Blackmarket Rye IPA,American IPA,12.0
278,0.05,8.0,Black Market Hefeweizen,Hefeweizen,12.0
279,0.058,44.0,Aftermath Pale Ale,American Pale Ale (APA),12.0
280,0.071,83.0,American India Red Ale,American Strong Ale,12.0
281,0.071,45.0,American Red Porter,American Porter,12.0
282,0.078,34.0,American Red Saison,Saison / Farmhouse Ale,12.0
283,0.066,44.0,Colorado Red Ale,American Amber / Red Ale,12.0
284,0.048,16.0,Saddle Bronc Brown Ale,American Brown Ale,12.0
285,0.046,20.0,Bomber Mountain Amber Ale,American Amber / Red Ale,12.0
286,0.073,35.0,Flying Sailor,Rye Beer,12.0
287,0.048,47.0,Nordskye ,American IPA,12.0
288,0.06,30.0,North Third Stout,Foreign / Export Stout,12.0
289,0.052,35.0,Honey Lav,American Pale Wheat Ale,12.0
290,0.068,35.0,Coconut Brown Ale,American Brown Ale,12.0
291,0.07,51.0,51K IPA,American IPA,12.0
292,0.055,35.0,Grand Rabbits,Cream Ale,12.0
293,0.05,35.0,1800 Big Log Wheat (2012),American Pale Wheat Ale,12.0
294,0.056,35.0,Double Play Pilsner,American Pilsner,12.0
295,0.055,35.0,Brewerhood Brown Ale,American Brown Ale,12.0
296,0.08,35.0,Last Call Imperial Amber Ale,American Amber / Red Ale,12.0
297,0.096,35.0,Pernicious Double IPA,American Double / Imperial IPA,12.0
298,0.052,35.0,6-4-3 Double Play Pilsner,German Pilsener,12.0
299,0.056,35.0,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12.0
300,0.05,35.0,467 Ethan's Stout,American Stout,12.0
301,0.064,35.0,1335 Wicked Snout,Saison / Farmhouse Ale,12.0
302,0.045,35.0,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12.0
303,0.056,37.0,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0
306,0.046,35.0,834 Happy As Ale,American Pale Ale (APA),12.0
307,0.059,35.0,Yellow Collar,Mead,12.0
308,0.059,35.0,Green Collar,Mead,12.0
309,0.08,80.0,Quarter Mile Double IPA,American Double / Imperial IPA,12.0
310,0.059,60.0,Full Nelson Pale Ale,American Pale Ale (APA),12.0
311,0.065,30.0,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.0
312,0.053,22.0,Blue Mountain Classic Lager,Euro Pale Lager,12.0
313,0.059,60.0,Full Nelson Pale Ale (2010),American Pale Ale (APA),12.0
314,0.049,16.0,Kölsch 151,Kölsch,12.0
315,0.056,35.0,Professor Black,American Stout,12.0
316,0.056,35.0,Little Boss,American Pale Wheat Ale,12.0
317,0.056,35.0,Van Dayum!,American Amber / Red Ale,12.0
318,0.056,35.0,Spirit Animal,American Pale Ale (APA),12.0
319,0.07,35.0,Toxic Sludge,American Black Ale,16.0
320,0.06,40.0,Blue Point White IPA,American White IPA,12.0
321,0.044,16.0,Blue Point Summer Ale,American Blonde Ale,12.0
322,0.055,28.0,Toasted Lager,Vienna Lager,12.0
323,0.06,35.0,Bohemian Export Lager,Dortmunder / Export Lager,12.0
324,0.053,35.0,Altus Bohemes Altbier,Altbier,12.0
325,0.04,35.0,Cherny Bock,Schwarzbier,12.0
326,0.05,35.0,Czech Pilsner,Czech Pilsener,12.0
327,0.05,35.0,Viennese Lager,Vienna Lager,12.0
328,0.065,35.0,Mad Manatee IPA,American IPA,12.0
329,0.055,35.0,Killer Whale Cream Ale,Cream Ale,12.0
330,0.06,35.0,Duke's Cold Nose Brown Ale,American Brown Ale,12.0
331,0.042,30.0,Longhop IPA,American IPA,16.0
332,0.04,34.0,Lucky Buck,Irish Dry Stout,16.0
333,0.051,35.0,Bomb Lager (New Recipe),Munich Helles Lager,12.0
334,0.045,27.0,Bomb Lager (Old Recipe),Munich Helles Lager,12.0
335,0.066,72.0,Firestarter India Pale Ale,American IPA,12.0
336,0.075,22.0,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0
337,0.048,30.0,Wood Splitter Pilsner,Czech Pilsener,16.0
338,0.056,26.0,Gyptoberfest,Märzen / Oktoberfest,12.0
339,0.07,94.0,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0
340,0.047,35.0,Slow & Steady Golden Ale,American Blonde Ale,12.0
341,0.068,35.0,Pink-I Raspberry IPA,American IPA,16.0
342,0.047,35.0,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0
343,0.047,35.0,Live Local Golden Ale,American Blonde Ale,12.0
344,0.048,38.0,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0
345,0.049,35.0,Dirtbag Dunkel,Munich Dunkel Lager,16.0
346,0.053,45.0,Kindler Pale Ale,American Pale Ale (APA),12.0
347,0.064,35.0,Mistress Winter Wheat,Winter Warmer,12.0
348,0.061,35.0,Tent Pole Vanilla Porter,American Porter,16.0
349,0.058,35.0,Awry Rye Pale Ale,American Pale Ale (APA),12.0
350,0.058,35.0,Demshitz Brown Ale,American Brown Ale,12.0
351,0.048,35.0,Wood Splitter Pilsner (2012),Czech Pilsener,12.0
352,0.048,35.0,Brush Creek Blonde,American Blonde Ale,16.0
353,0.066,72.0,Firestarter India Pale Ale,American IPA,16.0
354,0.071,16.0,Noche Dulce,American Porter,16.0
355,0.045,8.0,Porch Rocker,Radler,12.0
356,0.065,45.0,Rebel IPA,American IPA,16.0
357,0.055,35.0,Cold Snap,Witbier,12.0
358,0.056,35.0,Samuel Adams Winter Lager,Bock,12.0
359,0.049,30.0,Boston Lager,Vienna Lager,16.0
360,0.049,30.0,Boston Lager,Vienna Lager,12.0
361,0.053,15.0,Samuel Adams Octoberfest,Märzen / Oktoberfest,12.0
362,0.053,19.544779559320187,Samuel Adams Summer Ale,American Pale Wheat Ale,12.0
364,0.049,35.0,Hazed & Infused,American Pale Ale (APA),12.0
365,0.057,35.0,Hoopla Pale Ale,American Pale Ale (APA),12.0
366,0.049,35.0,Hazed & Infused (2010),American Pale Ale (APA),12.0
367,0.062,80.0,Heavy Lifting,American IPA,12.0
368,0.065,35.0,1492,American Pale Ale (APA),12.0
369,0.058,35.0,Mango Ginger,American IPA,12.0
370,0.047,35.0,Passenger,English Dark Mild Ale,12.0
371,0.06,52.0,Plum St. Porter,American Porter,12.0
372,0.057,52.0,Plum St. Porter,American Porter,12.0
373,0.07,80.0,Bozone HopZone IPA,American IPA,12.0
374,0.06,25.0,Bozone Hefe Weizen,Hefeweizen,12.0
375,0.055,35.0,Bozone Select Amber Ale,American Amber / Red Ale,12.0
376,0.052,40.0,Evil Owl,American Amber / Red Ale,12.0
377,0.05,35.0,Post Time Kölsch,Kölsch,16.0
378,0.042,9.0,Agave Wheat,American Pale Wheat Ale,12.0
379,0.045,15.0,SummerBright Ale,American Pale Wheat Ale,12.0
380,0.062,68.0,Lucky U IPA,American IPA,12.0
381,0.054,19.0,Avalanche Ale,American Amber / Red Ale,12.0
382,0.05,35.0,"You're My Boy, Blue",Fruit / Vegetable Beer,12.0
383,0.072,60.0,Last Stop IPA,American IPA,12.0
384,0.05,21.0,Rollin Dirty Red Ale,Irish Red Ale,12.0
385,0.055,28.0,Are Wheat There Yet?,American Pale Wheat Ale,12.0
386,0.058,35.0,Insert Hop Reference,American Pale Ale (APA),16.0
387,0.053,35.0,Manitou Amber,American Amber / Red Ale,16.0
388,0.067,35.0,Belfort,Saison / Farmhouse Ale,16.0
389,0.06,35.0,Star Runner,Belgian Pale Ale,16.0
390,0.098,35.0,Tart Side of the Barrel,American Double / Imperial Stout,16.0
391,0.06,35.0,Linnaeus Mango IPA,American IPA,16.0
392,0.07,35.0,Beasts A'Burnin',Rauchbier,16.0
393,0.077,35.0,Verdun,Bière de Garde,16.0
394,0.065,35.0,Barrel Aged Triomphe,Belgian IPA,16.0
395,0.065,35.0,Cherry Doppelbock,Doppelbock,16.0
396,0.065,35.0,Tropical Saison,Saison / Farmhouse Ale,16.0
397,0.065,35.0,Beach Patrol,Witbier,16.0
398,0.05,35.0,Nuit Serpent,Belgian IPA,16.0
399,0.09,35.0,Paris,Saison / Farmhouse Ale,16.0
400,0.055,35.0,The Grand Army,Belgian IPA,16.0
401,0.059,35.0,Acidulated Trip,Saison / Farmhouse Ale,16.0
402,0.066,35.0,Root Stock,Rye Beer,16.0
403,0.041,35.0,Mind Games,Dunkelweizen,16.0
404,0.082,35.0,Sous Chef,Belgian Strong Pale Ale,16.0
405,0.065,35.0,Dubbelicious,Dubbel,16.0
406,0.062,35.0,Psychopomp,Belgian Dark Ale,16.0
407,0.056,35.0,Fat Paczki,Belgian Dark Ale,16.0
408,0.056,35.0,Earth-Like Planets,Belgian Pale Ale,16.0
409,0.061,35.0,Ski Patrol,Witbier,16.0
410,0.063,35.0,Viking Ice Hole,Oatmeal Stout,16.0
411,0.056,35.0,Rye Porter,American Porter,16.0
412,0.099,35.0,Wizard Burial Ground,Quadrupel (Quad),16.0
413,0.051,35.0,Smoky Wheat,Rauchbier,16.0
414,0.062,35.0,BRIPA,Belgian IPA,16.0
415,0.062,35.0,Mela,Belgian Dark Ale,16.0
416,0.053,35.0,W.I.P.A Snappa,Belgian IPA,16.0
417,0.063,35.0,Pepper in the Rye,Rye Beer,16.0
418,0.064,35.0,Moe Lasses',American Stout,16.0
419,0.07,35.0,Pumpkin Tart,Fruit / Vegetable Beer,16.0
420,0.067,35.0,Undertaker,Belgian Dark Ale,16.0
421,0.067,35.0,Undertaker (2014),Belgian Dark Ale,16.0
422,0.05,35.0,Coq D'Or,Belgian Pale Ale,16.0
423,0.06,35.0,North French,Bière de Garde,16.0
424,0.065,35.0,Agent a Deux,Belgian Dark Ale,16.0
425,0.045,35.0,Belgian Wit,Witbier,16.0
426,0.063,35.0,Pothole Stout,American Stout,16.0
427,0.093,35.0,Tree Bucket,Belgian IPA,16.0
428,0.073,35.0,Le Flaneur Ale,American Wild Ale,16.0
